ResponseID,qid,question,subq_id,subq_label,response,subjCode,no_content
R_sFPYvdhUYOnThHH,,,diff.3.32.,Transformation-pointsymmetry (32),two triangles are in the same direction,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.32.,Transformation-pointsymmetry (32),same shape,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.32.,Transformation-pointsymmetry (32),circle is not between parallel lines,gvi_engDescr_133,0
R_3KPgyAQrwQ97nP3,,,diff.4.32.,Transformation-pointsymmetry (32),Triangles are not reflection of the other,gvi_engDescr_108,0
R_2zOzGSlpICiYQ9A,,,diff.4.32.,Transformation-pointsymmetry (32),The points are going the same way. There longest flat side is facing each other,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.32.,Transformation-pointsymmetry (32),parallel not reflection,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.32.,Transformation-pointsymmetry (32),Point of triangle is toward dot,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.32.,Transformation-pointsymmetry (32),Doesn't go together like a puzzle,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.32.,Transformation-pointsymmetry (32),"dot is aligned at point, not side",gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.32.,Transformation-pointsymmetry (32),direction of trangle,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.33.,Transformation-axialsymmetry-horizontal (33),Triangles are parallel instead of a mirror image.,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.33.,Transformation-axialsymmetry-horizontal (33),shapes do not mirror each other,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.33.,Transformation-axialsymmetry-horizontal (33),Shapes not reflected,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.33.,Transformation-axialsymmetry-horizontal (33),angle of triangles,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.33.,Transformation-axialsymmetry-horizontal (33),Not symmetric,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.33.,Transformation-axialsymmetry-horizontal (33),not symmetrical,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.33.,Transformation-axialsymmetry-horizontal (33),shapes not mirror-flipped,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.33.,Transformation-axialsymmetry-horizontal (33),doesn't point to each other or straight,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.33.,Transformation-axialsymmetry-horizontal (33),Not a reflection over the line,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.33.,Transformation-axialsymmetry-horizontal (33),asymmetrical,gvi_engDescr_130,0
R_1N9r3iH3o2osSTg,,,diff.3.33.,Transformation-axialsymmetry-horizontal (33),same orientation,oddOneOut_104,0
R_3efub8ocXmZSrkp,,,diff.3.33.,Transformation-axialsymmetry-horizontal (33),triangles are not mirrored,gvi_engDescr_111,0
R_2PBBUv1gTdHRAqC,,,diff.3.33.,Transformation-axialsymmetry-horizontal (33),Asymmetric,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.33.,Transformation-axialsymmetry-horizontal (33),not symmetrical over line,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.33.,Transformation-axialsymmetry-horizontal (33),not mirrored,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.33.,Transformation-axialsymmetry-horizontal (33),not symmetric,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.33.,Transformation-axialsymmetry-horizontal (33),mirror reflection,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.33.,Transformation-axialsymmetry-horizontal (33),only triangles facing upward,gvi_engDescr_133,0
R_qQGYZSFzXZMzfvb,,,diff.4.33.,Transformation-axialsymmetry-horizontal (33),not lined up,oddOneOut_101_test8,0
R_2zOzGSlpICiYQ9A,,,diff.4.33.,Transformation-axialsymmetry-horizontal (33),Triangles are facing the same way instead of having the points facing each other,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.33.,Transformation-axialsymmetry-horizontal (33),parallel not reflection,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.33.,Transformation-axialsymmetry-horizontal (33),angled different,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.33.,Transformation-axialsymmetry-horizontal (33),Not mirror image,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.33.,Transformation-axialsymmetry-horizontal (33),not symmetrical flip over line,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.33.,Transformation-axialsymmetry-horizontal (33),not symmetric,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.34.,Transformation-rotation (34),Triangles face opposite directions,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.34.,Transformation-rotation (34),wrong orientation of rotation,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.34.,Transformation-rotation (34),Shapes not pointing the same direction,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.34.,Transformation-rotation (34),different shape,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.34.,Transformation-rotation (34),Tips not alligned with line,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.34.,Transformation-rotation (34),different orientation,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.34.,Transformation-rotation (34),"turned outward, not inward",gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.34.,Transformation-rotation (34),I know it is wrong now,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.34.,Transformation-rotation (34),Not sure,gvi_engDescr_127,1
R_3hFwSdB8peLNVpe,,,diff.2.34.,Transformation-rotation (34),unsure,gvi_engDescr_130,1
R_2PBBUv1gTdHRAqC,,,diff.3.34.,Transformation-rotation (34),Asymmetric,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.34.,Transformation-rotation (34),the other shapes face in towards the dot,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.34.,Transformation-rotation (34),Similar shapes with different angles on the line,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.34.,Transformation-rotation (34),two triangles are not towards the same point,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.34.,Transformation-rotation (34),not sure,gvi_engDescr_129,1
R_1It8Ou5UAdG2WKl,,,diff.3.34.,Transformation-rotation (34),only set that is mirror image,gvi_engDescr_133,0
R_3KPgyAQrwQ97nP3,,,diff.4.34.,Transformation-rotation (34),Orientation of shape flipped,gvi_engDescr_108,0
R_2zOzGSlpICiYQ9A,,,diff.4.34.,Transformation-rotation (34),The triangles are facing different ways on the line,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.34.,Transformation-rotation (34),reflection not parallel,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.34.,Transformation-rotation (34),Triangles are placed differently,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.34.,Transformation-rotation (34),Not sure,gvi_engDescr_122,1
R_2pQMB1AiUu3SvUA,,,diff.4.34.,Transformation-rotation (34),shape not symmetrical over line,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.34.,Transformation-rotation (34),direction,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.35.,Transformation-axialsymmetry-mixed (35),"Triangles are parallel, not a mirror image",gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.35.,Transformation-axialsymmetry-mixed (35),shapes not flipped,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.35.,Transformation-axialsymmetry-mixed (35),Shapes not reflected,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.35.,Transformation-axialsymmetry-mixed (35),rotation of triangle,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.35.,Transformation-axialsymmetry-mixed (35),Not symmetrical,gvi_engDescr_132,0
R_3MJxPPOUIgrHn17,,,diff.2.35.,Transformation-axialsymmetry-mixed (35),two triangles - next one's slightly left mirror isoscles,,0
R_2fBaNefS4WQ4aSv,,,diff.2.35.,Transformation-axialsymmetry-mixed (35),not symmetric,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.35.,Transformation-axialsymmetry-mixed (35),shapes are not mirror flipped,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.35.,Transformation-axialsymmetry-mixed (35),tilted more normal than the others,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.35.,Transformation-axialsymmetry-mixed (35),Not a reflection over the line,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.35.,Transformation-axialsymmetry-mixed (35),aymmetrical,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.35.,Transformation-axialsymmetry-mixed (35),Asymmetric,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.35.,Transformation-axialsymmetry-mixed (35),other shapes are flipped over line,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.35.,Transformation-axialsymmetry-mixed (35),Doesnt reflect the shape,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.35.,Transformation-axialsymmetry-mixed (35),not symmetric,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.35.,Transformation-axialsymmetry-mixed (35),mirror reflected,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.35.,Transformation-axialsymmetry-mixed (35),only set that is not mirror image,gvi_engDescr_133,0
R_qQGYZSFzXZMzfvb,,,diff.4.35.,Transformation-axialsymmetry-mixed (35),larger triangle,oddOneOut_101_test8,0
R_WeqC6wn9PQHTx0l,,,diff.4.35.,Transformation-axialsymmetry-mixed (35),"don't ""flip"" over the line",gvi_engDescr_109,0
R_2zOzGSlpICiYQ9A,,,diff.4.35.,Transformation-axialsymmetry-mixed (35),Triangles aren't facing each other,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.35.,Transformation-axialsymmetry-mixed (35),parallel not reflection,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.35.,Transformation-axialsymmetry-mixed (35),The flat part is not toward the inside,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.35.,Transformation-axialsymmetry-mixed (35),Not a mirror image,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.35.,Transformation-axialsymmetry-mixed (35),not symmetrical flip,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.35.,Transformation-axialsymmetry-mixed (35),not symmetric,gvi_engDescr_131,0
R_u9u5pZ5FaiGrzdn,,,diff.1.36.,Transformation-homothety (36),different orientation of two triangles in one picture,oddOneOut_103,0
R_2AMXEuLmrSSErpc,,,diff.1.36.,Transformation-homothety (36),Triangles aren't parallel,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.36.,Transformation-homothety (36),flipped shapes,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.36.,Transformation-homothety (36),Triangles in different orientation,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.36.,Transformation-homothety (36),Different placement of 2 triangles,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.36.,Transformation-homothety (36),Facing different directions,gvi_engDescr_132,0
R_3MJxPPOUIgrHn17,,,diff.2.36.,Transformation-homothety (36),triangles -,,0
R_1db5XLzFlF1OpoV,,,diff.2.36.,Transformation-homothety (36),different direction,oddOneOut_102,0
R_2UarAhVCOxCkwd1,,,diff.2.36.,Transformation-homothety (36),not translation,oddOneOut_101,0
R_2fBaNefS4WQ4aSv,,,diff.2.36.,Transformation-homothety (36),different orientation,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.36.,Transformation-homothety (36),two shapes not oriented in the same direction,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.36.,Transformation-homothety (36),not placed as the others are,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.36.,Transformation-homothety (36),Shapes facing different directions,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.36.,Transformation-homothety (36),triangles are facing eachother not side to side,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.36.,Transformation-homothety (36),Asymmetric,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.36.,Transformation-homothety (36),smaller facing a different direction than other ones,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.36.,Transformation-homothety (36),Shapes not in the same direction,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.36.,Transformation-homothety (36),not similar shapes,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.36.,Transformation-homothety (36),opposite of each other,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.36.,Transformation-homothety (36),triangles oriented by parallel lines,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.36.,Transformation-homothety (36),Points are pointing at each other. Aren't pointing the same way,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.36.,Transformation-homothety (36),reflection not parallel,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.36.,Transformation-homothety (36),Points facing each other,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.36.,Transformation-homothety (36),Alignment of shapes is different,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.36.,Transformation-homothety (36),one triangle is flipped,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.36.,Transformation-homothety (36),direction,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.37.,Geometry-Parallels-1- (37),Lines aren't parallel,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.37.,Geometry-Parallels-1- (37),lines not parallel,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.37.,Geometry-Parallels-1- (37),Lines not parallel,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.37.,Geometry-Parallels-1- (37),lines not parallel,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.37.,Geometry-Parallels-1- (37),Not parallel lines,gvi_engDescr_132,0
R_2UarAhVCOxCkwd1,,,diff.2.37.,Geometry-Parallels-1- (37),"not parallel, while the rest are",oddOneOut_101,0
R_2fBaNefS4WQ4aSv,,,diff.2.37.,Geometry-Parallels-1- (37),not parrellel,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.37.,Geometry-Parallels-1- (37),lines not parallel,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.37.,Geometry-Parallels-1- (37),aren't as parallel,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.37.,Geometry-Parallels-1- (37),Lines not parallel,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.37.,Geometry-Parallels-1- (37),not parallel,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.37.,Geometry-Parallels-1- (37),Non-parallel,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.37.,Geometry-Parallels-1- (37),not parallel,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.37.,Geometry-Parallels-1- (37),Lines not parallel,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.37.,Geometry-Parallels-1- (37),not parallel,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.37.,Geometry-Parallels-1- (37),not parallel,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.37.,Geometry-Parallels-1- (37),"not parallel, like others",gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.37.,Geometry-Parallels-1- (37),Not perpendicular lines. They will eventually meet if they kept going,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.37.,Geometry-Parallels-1- (37),random not parallel,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.37.,Geometry-Parallels-1- (37),Not parellel,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.37.,Geometry-Parallels-1- (37),Only non-parallel set of lines,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.37.,Geometry-Parallels-1- (37),lines not symmetrical,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.37.,Geometry-Parallels-1- (37),not parallel,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.38.,Geometry-Chirality-1- (38),Circle on opposite side of black line,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.38.,Geometry-Chirality-1- (38),flipped shape,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.38.,Geometry-Chirality-1- (38),"Facing other direction; reflected image, not just rotated",gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.38.,Geometry-Chirality-1- (38),rotation of shape,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.38.,Geometry-Chirality-1- (38),Blob facing different direction,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.38.,Geometry-Chirality-1- (38),the line is on the left side of the circle,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.38.,Geometry-Chirality-1- (38),"circle is on right side of line (pointing clock-wise, not counter-clockwise)",gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.38.,Geometry-Chirality-1- (38),different way of being faced,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.38.,Geometry-Chirality-1- (38),"Not a rotation, but a reflection",gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.38.,Geometry-Chirality-1- (38),unsure,gvi_engDescr_130,1
R_3QDX3HP0yiiNzmE,,,diff.3.38.,Geometry-Chirality-1- (38),Dots place relative to the line,gvi_engDescr_105,0
R_2PBBUv1gTdHRAqC,,,diff.3.38.,Geometry-Chirality-1- (38),Shape,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.38.,Geometry-Chirality-1- (38),other shapes look curved,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.38.,Geometry-Chirality-1- (38),Black circle on the right side of line,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.38.,Geometry-Chirality-1- (38),the clockwise direction,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.38.,Geometry-Chirality-1- (38),not sure,gvi_engDescr_129,1
R_1It8Ou5UAdG2WKl,,,diff.3.38.,Geometry-Chirality-1- (38),incorrect,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.38.,Geometry-Chirality-1- (38),Only one facing to the right,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.38.,Geometry-Chirality-1- (38),dot pointing right not left,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.38.,Geometry-Chirality-1- (38),Mirror image of the others,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.38.,Geometry-Chirality-1- (38),Not sure,gvi_engDescr_122,1
R_2pQMB1AiUu3SvUA,,,diff.4.38.,Geometry-Chirality-1- (38),circle is on right side of line,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.38.,Geometry-Chirality-1- (38),position of round pot,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.39.,Geometry-Proportions (39),Large size difference between triangles,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.39.,Geometry-Proportions (39),little triangle very small,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.39.,Geometry-Proportions (39),Shapes have greater change in size,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.39.,Geometry-Proportions (39),different placement of triangles,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.39.,Geometry-Proportions (39),Size variation,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.39.,Geometry-Proportions (39),the ratio between two triangles,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.39.,Geometry-Proportions (39),the smaller shape is decreased even more in proportion,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.39.,Geometry-Proportions (39),doesn't flow as well,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.39.,Geometry-Proportions (39),Not sure,gvi_engDescr_127,1
R_3hFwSdB8peLNVpe,,,diff.2.39.,Geometry-Proportions (39),unsure,gvi_engDescr_130,1
R_3QDX3HP0yiiNzmE,,,diff.3.39.,Geometry-Proportions (39),Magnitude,gvi_engDescr_105,0
R_3efub8ocXmZSrkp,,,diff.3.39.,Geometry-Proportions (39),too small of a triangle,gvi_engDescr_111,0
R_2PBBUv1gTdHRAqC,,,diff.3.39.,Geometry-Proportions (39),Size,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.39.,Geometry-Proportions (39),the smaller triangle is a lot smaller than other ex.,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.39.,Geometry-Proportions (39),Size different greatly,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.39.,Geometry-Proportions (39),the difference is bigger,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.39.,Geometry-Proportions (39),small to big,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.39.,Geometry-Proportions (39),largest difference in size,gvi_engDescr_133,0
R_2zOzGSlpICiYQ9A,,,diff.4.39.,Geometry-Proportions (39),The little triangle is much smaller than the big triangle,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.39.,Geometry-Proportions (39),the size difference too obvious,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.39.,Geometry-Proportions (39),Big difference in shape of trianges,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.39.,Geometry-Proportions (39),Proportion is different from the others,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.39.,Geometry-Proportions (39),triangle too small,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.39.,Geometry-Proportions (39),shape,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.40.,Geometry-Parallels-2 (40),Parallel lines,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.40.,Geometry-Parallels-2 (40),parallel lines,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.40.,Geometry-Parallels-2 (40),"Lines parallel, not angled",gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.40.,Geometry-Parallels-2 (40),parallel not slanted lines,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.40.,Geometry-Parallels-2 (40),Parallel lines,gvi_engDescr_132,0
R_2fBaNefS4WQ4aSv,,,diff.2.40.,Geometry-Parallels-2 (40),parallel,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.40.,Geometry-Parallels-2 (40),lines are parallel,gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.40.,Geometry-Parallels-2 (40),to parallel,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.40.,Geometry-Parallels-2 (40),Lines are parallel,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.40.,Geometry-Parallels-2 (40),parallel,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.40.,Geometry-Parallels-2 (40),Parallel,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.40.,Geometry-Parallels-2 (40),only set of parallel lines,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.40.,Geometry-Parallels-2 (40),Parallel lines,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.40.,Geometry-Parallels-2 (40),parallel lines,gvi_engDescr_125,0
R_3L783jUrynuU4W0,,,diff.3.40.,Geometry-Parallels-2 (40),parallel,gvi_engDescr_129,0
R_1It8Ou5UAdG2WKl,,,diff.3.40.,Geometry-Parallels-2 (40),only set of parallel lines,gvi_engDescr_133,0
R_WeqC6wn9PQHTx0l,,,diff.4.40.,Geometry-Parallels-2 (40),lines are parallel,gvi_engDescr_109,0
R_2zOzGSlpICiYQ9A,,,diff.4.40.,Geometry-Parallels-2 (40),Parallel lines,gvi_engDescr_114,0
R_W1LMT2IoWTlQ8sp,,,diff.4.40.,Geometry-Parallels-2 (40),parallel not random,gvi_engDescr_117,0
R_2dtMh5g2OfCmCBi,,,diff.4.40.,Geometry-Parallels-2 (40),Only parallel lines,gvi_engDescr_120,0
R_3EijZNnFAKg7vFf,,,diff.4.40.,Geometry-Parallels-2 (40),Lines are parallel and the others are not,gvi_engDescr_122,0
R_2pQMB1AiUu3SvUA,,,diff.4.40.,Geometry-Parallels-2 (40),lines are parallel,gvi_engDescr_126,0
R_1FwRtnjOPXLOav2,,,diff.4.40.,Geometry-Parallels-2 (40),parallel,gvi_engDescr_131,0
R_2AMXEuLmrSSErpc,,,diff.1.41.,Geometry-Chirality-2 (41),Black circle on opposite side of line,gvi_engDescr_113,0
R_bO6zhS2LPMenbbj,,,diff.1.41.,Geometry-Chirality-2 (41),flipped shape,gvi_engDescr_119,0
R_1jjIkCmmHGItkRM,,,diff.1.41.,Geometry-Chirality-2 (41),Reflected image,gvi_engDescr_123,0
R_yCn5gKcjZR9k6lj,,,diff.1.41.,Geometry-Chirality-2 (41),circle facing left,gvi_engDescr_128,0
R_Re2WkM0GOcEF54d,,,diff.1.41.,Geometry-Chirality-2 (41),Facing different direction,gvi_engDescr_132,0
R_3MJxPPOUIgrHn17,,,diff.2.41.,Geometry-Chirality-2 (41),note - next one is ... pointing to right,,0
R_2rOXJVSY5q9PQs5,,,diff.2.41.,Geometry-Chirality-2 (41),Shape is facing different direction,gvi_engDescr_107,0
R_2fBaNefS4WQ4aSv,,,diff.2.41.,Geometry-Chirality-2 (41),the line is on the right side of the circle,gvi_engDescr_112,0
R_ZgvtPxJ1brQuX97,,,diff.2.41.,Geometry-Chirality-2 (41),"pointing counter-clockwise, not clockwise",gvi_engDescr_118,0
R_1Fmmct8CS7tA9kg,,,diff.2.41.,Geometry-Chirality-2 (41),facing different way,gvi_engDescr_124,0
R_VLjMzvo3e3k8kmd,,,diff.2.41.,Geometry-Chirality-2 (41),Flipped opposite direction,gvi_engDescr_127,0
R_3hFwSdB8peLNVpe,,,diff.2.41.,Geometry-Chirality-2 (41),dot on opposite side,gvi_engDescr_130,0
R_2PBBUv1gTdHRAqC,,,diff.3.41.,Geometry-Chirality-2 (41),Shape,gvi_engDescr_115,0
R_dpcUXRyEFMpmos9,,,diff.3.41.,Geometry-Chirality-2 (41),facing different direction,gvi_engDescr_116,0
R_1lh6k6dMrUeAQpm,,,diff.3.41.,Geometry-Chirality-2 (41),Circle of the left side,gvi_engDescr_121,0
R_sFPYvdhUYOnThHH,,,diff.3.41.,Geometry-Chirality-2 (41),dot to left,gvi_engDescr_125,0
